accuracy,balanced_accuracy,f1,tn,fp,fn,tp,route_col,corrector_name,objective,routed_n,routed_pct,pass_n,pass_acc,routed_acc,hard_core_routed,hard_core_recall,rescue_n,hurt_n,net_rescue
0.8315789473684211,0.8314864066193853,0.8285714285714286,121,23,25,116,route_score__best41_wrong__gross_hand_model__logreg,corrector_hard_gross_text_hand,accuracy,37,0.12982456140350876,248,0.8669354838709677,0.5945945945945946,20,0.3076923076923077,7,8,-1
0.8315789473684211,0.8314864066193853,0.8285714285714286,121,23,25,116,route_score__best41_wrong__gross_hand_model__logreg,corrector_hard_gross_text_hand,balanced_accuracy,37,0.12982456140350876,248,0.8669354838709677,0.5945945945945946,20,0.3076923076923077,7,8,-1
0.8315789473684211,0.8312647754137117,0.8248175182481752,124,20,28,113,route_score__best41_fp__model_visible__extra,corrector_all_gross_text_hand_model,accuracy,23,0.08070175438596491,262,0.8664122137404581,0.43478260869565216,12,0.18461538461538463,0,1,-1
0.8315789473684211,0.8312647754137117,0.8248175182481752,124,20,28,113,route_score__best41_fp__model_visible__extra,corrector_all_gross_text_hand_model,pass90_accuracy,23,0.08070175438596491,262,0.8664122137404581,0.43478260869565216,12,0.18461538461538463,0,1,-1
0.8315789473684211,0.8312647754137117,0.8248175182481752,124,20,28,113,route_score__best41_fp__model_visible__extra,corrector_all_gross_text_hand_model,balanced_accuracy,23,0.08070175438596491,262,0.8664122137404581,0.43478260869565216,12,0.18461538461538463,0,1,-1
0.8280701754385965,0.8283835697399528,0.8316151202749141,115,29,20,121,route_score__best41_fn__gross_hand_model__extra,corrector_hard_gross_text_hand,pass90_accuracy,36,0.12631578947368421,249,0.8594377510040161,0.6111111111111112,15,0.23076923076923078,8,10,-2
0.8280701754385965,0.8282358156028369,0.8292682926829268,117,27,22,119,route_score__best41_wrong__gross_hand_model__logreg,corrector_hard_gross_text_hand,pass90_accuracy,69,0.24210526315789474,216,0.8981481481481481,0.6086956521739131,37,0.5692307692307692,13,15,-2
0.8280701754385965,0.828088061465721,0.8268551236749117,119,25,24,117,route_score__best41_wrong__model_visible__extra,corrector_all_gross_text_hand_model,pass90_accuracy,48,0.16842105263157894,237,0.9240506329113924,0.3541666666666667,33,0.5076923076923077,4,6,-2
0.8280701754385965,0.828088061465721,0.8268551236749117,119,25,24,117,route_score__best41_wrong__gross_hand_model__extra,corrector_hard_gross_text_hand,accuracy,24,0.08421052631578947,261,0.8582375478927203,0.5,15,0.23076923076923078,5,7,-2
0.8280701754385965,0.828088061465721,0.8268551236749117,119,25,24,117,route_score__best41_wrong__gross_hand_model__extra,corrector_hard_gross_text_hand,balanced_accuracy,24,0.08421052631578947,261,0.8582375478927203,0.5,15,0.23076923076923078,5,7,-2
